[run number],release-adult-hybrids,stop-criterion-type,release-end,release-age,sex-ratio,Corral-capacity,[step],pop-size-wild,adult-pop-size-wild,cost,final-mean-qval,final-sd-qval,final-aar,final-sar,final-ho,final-sex-ratio,ticks
828,FALSE,"""time""",30,5,0.67,28,50,1619,734,1787940,0.196179864,0.031637351,129,4.477252423,0.714079826,0.600370599,50
829,FALSE,"""time""",30,5,0.67,28,50,1722,789,1827915,0.196996283,0.031483264,130,4.492834575,0.70944638,0.577235772,50
830,FALSE,"""time""",30,5,0.67,28,50,1530,713,1695495,0.192025686,0.033298301,131,4.492959037,0.707718643,0.579738562,50
831,FALSE,"""time""",30,5,0.75,20,50,1310,534,1213695,0.194472672,0.034801877,124,4.463480332,0.710178117,0.60610687,50
832,FALSE,"""time""",30,5,0.75,20,50,1431,594,1351475,0.197637247,0.034689802,124,4.447004202,0.706199461,0.598881901,50
833,FALSE,"""time""",30,5,0.75,20,50,1232,503,1240335,0.191469562,0.033820972,124,4.473602911,0.710613791,0.620941558,50
834,FALSE,"""time""",30,5,0.75,20,50,1254,564,1331250,0.195372887,0.035030714,124,4.459142515,0.704944179,0.618819777,50
835,FALSE,"""time""",30,5,0.75,20,50,1317,552,1362610,0.198001595,0.03660026,124,4.471133477,0.700871389,0.612756264,50
836,FALSE,"""time""",30,5,0.75,28,50,1781,729,1787235,0.200503818,0.034017279,131,4.496181189,0.710756397,0.617630545,50
837,FALSE,"""time""",30,5,0.75,28,50,1697,739,1778860,0.201860577,0.036274297,131,4.48068986,0.712321464,0.597525044,50
838,FALSE,"""time""",30,5,0.75,28,50,1795,781,1797820,0.19232351,0.029725556,132,4.484181081,0.722695318,0.623398329,50
839,FALSE,"""time""",30,5,0.75,28,50,1853,773,1797910,0.19897156,0.033103509,132,4.521505669,0.714516999,0.602266595,50
840,FALSE,"""time""",30,5,0.75,28,50,1580,715,1683285,0.201768734,0.037931315,128,4.472583692,0.712206148,0.592405063,50
841,FALSE,"""time""",30,6,0.5,20,50,1104,539,1444000,0.194568659,0.035101964,124,4.467932034,0.704020014,0.545289855,50
842,FALSE,"""time""",30,6,0.5,20,50,1058,513,1516675,0.191584688,0.034624692,124,4.462167331,0.705238995,0.535916824,50
843,FALSE,"""time""",30,6,0.5,20,50,1024,505,1446025,0.198212402,0.034691026,124,4.478858638,0.713262649,0.530273438,50
844,FALSE,"""time""",30,6,0.5,20,50,985,501,1504525,0.189235736,0.032313671,124,4.472325033,0.71365724,0.508629442,50
845,FALSE,"""time""",30,6,0.5,20,50,956,482,1438310,0.19497113,0.033475119,124,4.466364658,0.708158996,0.516736402,50
846,FALSE,"""time""",30,6,0.5,28,50,1257,616,1891050,0.199336277,0.037469561,131,4.510090862,0.707769822,0.53699284,50
847,FALSE,"""time""",30,6,0.5,28,50,1172,574,1710275,0.208313823,0.038410272,133,4.500177295,0.702340322,0.538395904,50
848,FALSE,"""time""",30,6,0.5,28,50,1253,632,1819870,0.201098324,0.036143016,132,4.521727155,0.716185916,0.535514765,50
849,FALSE,"""time""",30,6,0.5,28,50,1287,644,1862425,0.190285548,0.030770098,130,4.494038949,0.714877715,0.514374514,50
850,FALSE,"""time""",30,6,0.5,28,50,1396,691,2283035,0.194301862,0.03256559,132,4.491150799,0.71384227,0.507163324,50
851,FALSE,"""time""",30,6,0.67,20,50,1183,524,1383690,0.190466948,0.03419326,124,4.476175313,0.698788391,0.564666103,50
852,FALSE,"""time""",30,6,0.67,20,50,1167,525,1383825,0.197712339,0.036333702,124,4.471895684,0.699677643,0.594687232,50
853,FALSE,"""time""",30,6,0.67,20,50,1340,578,1442130,0.198419627,0.037258489,124,4.459472529,0.708066809,0.603731343,50
854,FALSE,"""time""",30,6,0.67,20,50,1093,488,1384715,0.19258097,0.037493099,124,4.465627651,0.713806474,0.593778591,50
855,FALSE,"""time""",30,6,0.67,20,50,1253,544,1490380,0.195186991,0.035592572,124,4.454028088,0.705620796,0.586592179,50
856,FALSE,"""time""",30,6,0.67,28,50,1595,695,2011465,0.199319185,0.036622102,130,4.450113978,0.707150321,0.589968652,50
857,FALSE,"""time""",30,6,0.67,28,50,1599,710,2318765,0.198081739,0.031842478,130,4.483829141,0.714821764,0.584115072,50
858,FALSE,"""time""",30,6,0.67,28,50,1607,744,2275355,0.193695644,0.03103448,133,4.503686059,0.712626308,0.584318606,50
859,FALSE,"""time""",30,6,0.67,28,50,1726,789,2097980,0.190006025,0.031080473,131,4.500674479,0.719334547,0.573580533,50
860,FALSE,"""time""",30,6,0.67,28,50,1714,762,2212845,0.194988681,0.033534029,132,4.511758964,0.707034506,0.567677946,50
861,FALSE,"""time""",30,6,0.75,20,50,1287,532,1400590,0.19940676,0.037063359,124,4.478246013,0.701816702,0.609168609,50
862,FALSE,"""time""",30,6,0.75,20,50,1300,549,1376515,0.197566154,0.036088532,124,4.483152248,0.711355311,0.587692308,50
863,FALSE,"""time""",30,6,0.75,20,50,1204,531,1452120,0.192421761,0.031867928,124,4.439625042,0.708353109,0.607973422,50
864,FALSE,"""time""",30,6,0.75,20,50,1237,534,1384040,0.189446483,0.032994907,124,4.464911032,0.69904146,0.598221504,50
865,FALSE,"""time""",30,6,0.75,20,50,1269,518,1405690,0.200160599,0.038092986,124,4.4735734,0.700514091,0.609929078,50
866,FALSE,"""time""",30,6,0.75,28,50,1759,764,2264370,0.198106197,0.034775303,130,4.501570305,0.712038767,0.612848209,50
867,FALSE,"""time""",30,6,0.75,28,50,1749,728,2148550,0.198377416,0.032466521,133,4.507469596,0.704402516,0.618067467,50
868,FALSE,"""time""",30,6,0.75,28,50,1818,763,2073255,0.204449835,0.037817386,131,4.507466552,0.708287495,0.606710671,50
869,FALSE,"""time""",30,6,0.75,28,50,1671,670,1829060,0.195758648,0.034054003,130,4.4898753,0.708785729,0.613405147,50
870,FALSE,"""time""",30,6,0.75,28,50,1612,692,2088940,0.194074566,0.033325669,132,4.487935267,0.714581118,0.613523573,50
871,FALSE,"""time""",30,7,0.5,20,50,1030,536,1561720,0.197964757,0.037445048,124,4.464572661,0.712020342,0.545631068,50
872,FALSE,"""time""",30,7,0.5,20,50,1008,520,1558200,0.194135516,0.035205968,124,4.45741374,0.710837113,0.545634921,50
873,FALSE,"""time""",30,7,0.5,20,50,966,474,1522250,0.192706004,0.031415747,124,4.451674633,0.712018141,0.523809524,50
874,FALSE,"""time""",30,7,0.5,20,50,1129,550,1610305,0.190813729,0.034782077,124,4.457708611,0.709097811,0.544729849,50
875,FALSE,"""time""",30,7,0.5,20,50,1043,520,1561240,0.191192617,0.034663636,123,4.462184445,0.709765786,0.552253116,50
876,FALSE,"""time""",30,7,0.5,28,50,1420,709,2706915,0.191060986,0.028162299,130,4.514580836,0.726391683,0.528873239,50
877,FALSE,"""time""",30,7,0.5,28,50,1334,654,2730550,0.197956972,0.033830284,131,4.50983416,0.71553509,0.526986507,50
878,FALSE,"""time""",30,7,0.5,28,50,1370,708,2696990,0.202751241,0.037791475,131,4.474046875,0.707264512,0.52919708,50
879,FALSE,"""time""",30,7,0.5,28,50,1431,714,2742540,0.196561565,0.035014127,131,4.479422195,0.715882999,0.517120894,50
880,FALSE,"""time""",30,7,0.5,28,50,1436,704,2774325,0.192051184,0.032166653,130,4.511902638,0.719193527,0.518802228,50
881,FALSE,"""time""",30,7,0.67,20,50,1219,529,1517500,0.19793306,0.035559411,124,4.472318386,0.699128872,0.574241181,50
882,FALSE,"""time""",30,7,0.67,20,50,1248,534,1611060,0.192695593,0.034571382,124,4.452050217,0.715163309,0.573717949,50
883,FALSE,"""time""",30,7,0.67,20,50,1105,477,1536855,0.191077285,0.033730583,124,4.460982084,0.714070243,0.570135747,50
884,FALSE,"""time""",30,7,0.67,20,50,1298,559,1629625,0.190991525,0.032225738,124,4.484660282,0.717514124,0.599383667,50
885,FALSE,"""time""",30,7,0.67,20,50,1318,568,1594615,0.198165023,0.035916052,124,4.462919688,0.70680685,0.574355083,50
886,FALSE,"""time""",30,7,0.67,28,50,1604,704,2734120,0.201508292,0.034213137,129,4.489891757,0.71434509,0.594763092,50
887,FALSE,"""time""",30,7,0.67,28,50,1686,713,2772580,0.193034342,0.030942161,131,4.498305981,0.710190363,0.600830368,50
888,FALSE,"""time""",30,7,0.67,28,50,1592,709,2746500,0.190884862,0.031563357,132,4.499147097,0.718892079,0.587939698,50
889,FALSE,"""time""",30,7,0.67,28,50,1464,661,2646830,0.197448839,0.032839947,132,4.504687379,0.70943924,0.599043716,50
890,FALSE,"""time""",30,7,0.67,28,50,1676,740,2745410,0.198715573,0.03525425,129,4.472018937,0.701812706,0.586515513,50
891,FALSE,"""time""",30,7,0.75,20,50,1357,565,1579715,0.196687251,0.035845059,124,4.443286347,0.700564972,0.608695652,50
892,FALSE,"""time""",30,7,0.75,20,50,1428,611,1610140,0.193312185,0.034034918,124,4.471246646,0.717520341,0.602240896,50
893,FALSE,"""time""",30,7,0.75,20,50,1373,580,1560715,0.193478587,0.034998497,124,4.440612383,0.713904207,0.621267298,50
894,FALSE,"""time""",30,7,0.75,20,50,1406,589,1575685,0.189555192,0.031533504,124,4.479232212,0.704463862,0.594594595,50
895,FALSE,"""time""",30,7,0.75,20,50,1378,568,1616570,0.195389985,0.034533281,124,4.462526793,0.709551455,0.593613933,50
896,FALSE,"""time""",30,7,0.75,28,50,1491,649,2121455,0.202517371,0.036334317,132,4.501009631,0.713806649,0.602280349,50
897,FALSE,"""time""",30,7,0.75,28,50,1759,750,2694050,0.194472939,0.031844077,131,4.502819895,0.718535965,0.618533258,50
898,FALSE,"""time""",30,7,0.75,28,50,1762,748,2806135,0.198954086,0.033776836,130,4.466000817,0.712556078,0.607264472,50
899,FALSE,"""time""",30,7,0.75,28,50,1723,705,2619035,0.196391642,0.033298041,132,4.501325355,0.718541857,0.594892629,50
900,FALSE,"""time""",30,7,0.75,28,50,1723,705,2619035,0.196391642,0.033298041,132,4.505924695,0.718541857,0.594892629,50
901,FALSE,"""time""",40,3,0.5,20,50,926,530,1248435,0.193213067,0.032841404,124,4.463451395,0.715777024,0.543196544,50
902,FALSE,"""time""",40,3,0.5,20,50,1095,628,1439685,0.192369498,0.032951108,124,4.456270174,0.715546858,0.550684932,50
903,FALSE,"""time""",40,3,0.5,20,50,1062,634,1392855,0.197640395,0.035876382,124,4.477691036,0.710833109,0.526365348,50
904,FALSE,"""time""",40,3,0.5,20,50,935,574,1348450,0.193990053,0.034668972,124,4.484884805,0.703437739,0.531550802,50
905,FALSE,"""time""",40,3,0.5,20,50,897,534,1278750,0.190012375,0.032799647,124,4.469204444,0.726867336,0.564102564,50
906,FALSE,"""time""",40,3,0.5,28,50,1356,844,1875420,0.190428171,0.031445335,133,4.502378287,0.705330805,0.538348083,50
907,FALSE,"""time""",40,3,0.5,28,50,1332,810,1821430,0.191758559,0.03029852,131,4.483864252,0.709280709,0.527777778,50
908,FALSE,"""time""",40,3,0.5,28,50,1239,721,1783920,0.196535755,0.036276992,131,4.493178455,0.703639648,0.554479419,50
909,FALSE,"""time""",40,3,0.5,28,50,1405,821,1782675,0.206307331,0.040477595,132,4.507858594,0.712930012,0.555160142,50
910,FALSE,"""time""",40,3,0.5,28,50,1469,854,1882955,0.194800272,0.032607987,132,4.483147072,0.721125482,0.550714772,50
911,FALSE,"""time""",40,3,0.67,20,50,1288,683,1414020,0.190068711,0.033115944,124,4.476338455,0.717502218,0.611024845,50
912,FALSE,"""time""",40,3,0.67,20,50,1163,609,1318465,0.194859673,0.035977612,124,4.423703517,0.71571879,0.638865004,50
913,FALSE,"""time""",40,3,0.67,20,50,878,455,1143375,0.19701287,0.036134461,124,4.469863332,0.712278989,0.578587699,50
914,FALSE,"""time""",40,3,0.67,20,50,1132,589,1359560,0.189788339,0.033032628,124,4.461247157,0.712182399,0.610424028,50
915,FALSE,"""time""",40,3,0.67,20,50,1097,619,1389250,0.190630538,0.031664507,124,4.406773545,0.708946477,0.608933455,50
916,FALSE,"""time""",40,3,0.67,28,50,1601,899,1894330,0.201181574,0.035549649,130,4.464323741,0.702566848,0.644597127,50
917,FALSE,"""time""",40,3,0.67,28,50,1612,855,1784415,0.200405955,0.035115887,131,4.508779478,0.708702588,0.6191067,50
918,FALSE,"""time""",40,3,0.67,28,50,1391,757,1702690,0.200750108,0.034069809,131,4.490181214,0.717743316,0.615384615,50
919,FALSE,"""time""",40,3,0.67,28,50,1181,610,1537395,0.208526503,0.037236986,129,4.479272816,0.707108584,0.617273497,50
920,FALSE,"""time""",40,3,0.67,28,50,1515,819,1787830,0.197527261,0.031931234,133,4.511760606,0.719660537,0.62970297,50
921,FALSE,"""time""",40,3,0.75,20,50,1132,516,1223150,0.188949735,0.031722812,124,4.47300417,0.720721858,0.631625442,50
922,FALSE,"""time""",40,3,0.75,20,50,1234,638,1350590,0.193091329,0.035662814,124,4.441436294,0.714825963,0.650729335,50
923,FALSE,"""time""",40,3,0.75,20,50,1113,564,1306795,0.192197934,0.03162221,124,4.43581579,0.714200145,0.654986523,50
924,FALSE,"""time""",40,3,0.75,20,50,1191,608,1388265,0.19272183,0.032724674,124,4.477269769,0.71520531,0.655751469,50
925,FALSE,"""time""",40,3,0.75,20,50,1194,615,1365180,0.194841876,0.035136559,124,4.468900341,0.709380235,0.615577889,50
926,FALSE,"""time""",40,3,0.75,28,50,1706,899,1896325,0.199117819,0.034486637,132,4.52091257,0.716602467,0.662368113,50
927,FALSE,"""time""",40,3,0.75,28,50,1594,812,1756555,0.193883061,0.034253396,133,4.488777492,0.712851766,0.643036386,50
928,FALSE,"""time""",40,3,0.75,28,50,1682,849,1822550,0.198415577,0.034095447,130,4.505465337,0.718107695,0.658145065,50
929,FALSE,"""time""",40,3,0.75,28,50,1728,893,1867330,0.199848785,0.034330239,129,4.493195416,0.699211861,0.663773148,50
930,FALSE,"""time""",40,3,0.75,28,50,1635,821,1695460,0.193060734,0.031161803,131,4.477544338,0.70831513,0.629969419,50
931,FALSE,"""time""",40,4,0.5,20,50,1330,787,1666705,0.189898647,0.032878635,124,4.474856176,0.716612961,0.518045113,50
932,FALSE,"""time""",40,4,0.5,20,50,1188,718,1604500,0.190637205,0.032328573,124,4.465467292,0.714846882,0.531986532,50
933,FALSE,"""time""",40,4,0.5,20,50,1246,725,1540255,0.193002006,0.032548454,124,4.460153696,0.72024765,0.541733547,50
934,FALSE,"""time""",40,4,0.5,20,50,1038,596,1377195,0.191453757,0.033281458,124,4.460597213,0.711762547,0.535645472,50
935,FALSE,"""time""",40,4,0.5,20,50,1284,734,1508250,0.189641277,0.033216677,124,4.466473599,0.717586412,0.531152648,50
936,FALSE,"""time""",40,4,0.5,28,50,1735,1037,2123500,0.194318732,0.032595768,132,4.512437826,0.72262934,0.558501441,50
937,FALSE,"""time""",40,4,0.5,28,50,1573,954,2079670,0.198082645,0.032710302,133,4.512136097,0.714860897,0.52574698,50
938,FALSE,"""time""",40,4,0.5,28,50,1698,979,2084640,0.203256007,0.034161918,130,4.49236557,0.718380167,0.530624264,50
939,FALSE,"""time""",40,4,0.5,28,50,1755,1041,2091745,0.194908205,0.030933839,132,4.492659552,0.728476462,0.534472934,50
940,FALSE,"""time""",40,4,0.5,28,50,1565,904,1961345,0.202672716,0.036952602,132,4.492697998,0.712673056,0.550798722,50
941,FALSE,"""time""",40,4,0.67,20,50,1356,745,1512250,0.192698304,0.031963452,124,4.474154233,0.712705436,0.605457227,50
942,FALSE,"""time""",40,4,0.67,20,50,1441,780,1582150,0.198431783,0.03788498,124,4.473521066,0.707114768,0.599583622,50
943,FALSE,"""time""",40,4,0.67,20,50,1544,793,1612605,0.19072079,0.033399211,124,4.45641863,0.705403405,0.615932642,50
944,FALSE,"""time""",40,4,0.67,20,50,1251,648,1410835,0.196046922,0.034782051,124,4.47359035,0.707510182,0.620303757,50
945,FALSE,"""time""",40,4,0.67,20,50,1625,845,1689005,0.191986708,0.034165888,124,4.478787711,0.709333333,0.628923077,50
946,FALSE,"""time""",40,4,0.67,28,50,1945,1047,2095555,0.195626375,0.034799948,133,4.49985435,0.712743298,0.632904884,50
947,FALSE,"""time""",40,4,0.67,28,50,1773,939,1961840,0.196525945,0.03286599,130,4.50359557,0.709666156,0.605188945,50
948,FALSE,"""time""",40,4,0.67,28,50,2047,1112,2181060,0.19380171,0.034213249,133,4.504132252,0.71768209,0.617977528,50
949,FALSE,"""time""",40,4,0.67,28,50,1923,1028,2102940,0.210434321,0.039198021,130,4.511817447,0.701235668,0.605824233,50
950,FALSE,"""time""",40,4,0.67,28,50,1803,978,2058795,0.195666999,0.031188234,131,4.499460091,0.717243747,0.623960067,50
951,FALSE,"""time""",40,4,0.75,20,50,1602,814,1645505,0.194588015,0.034515652,124,4.475226821,0.711432138,0.655430712,50
952,FALSE,"""time""",40,4,0.75,20,50,1574,817,1613765,0.193611245,0.03204962,124,4.456231133,0.720275912,0.64866582,50
953,FALSE,"""time""",40,4,0.75,20,50,1663,808,1645955,0.190543476,0.032538196,124,4.45646446,0.711508175,0.646422129,50
954,FALSE,"""time""",40,4,0.75,20,50,1418,744,1518835,0.193230465,0.034235655,124,4.449537415,0.705218618,0.669252468,50
955,FALSE,"""time""",40,4,0.75,20,50,1241,631,1369625,0.185005318,0.031627998,124,4.459146324,0.717240321,0.651893634,50
956,FALSE,"""time""",40,4,0.75,28,50,2084,1017,2059995,0.195024952,0.032666603,130,4.491679051,0.714491363,0.636276392,50
957,FALSE,"""time""",40,4,0.75,28,50,1970,1020,2031655,0.198881117,0.036209973,133,4.489193995,0.717403916,0.646700508,50
958,FALSE,"""time""",40,4,0.75,28,50,1901,958,1937225,0.198014413,0.033262477,132,4.490191873,0.721024022,0.656496581,50
959,FALSE,"""time""",40,4,0.75,28,50,2401,1171,2194810,0.197170845,0.034551851,133,4.506033318,0.710001785,0.650978759,50
960,FALSE,"""time""",40,4,0.75,28,50,1995,1059,2195135,0.194332481,0.030891365,131,4.492876835,0.71946533,0.65764411,50
961,FALSE,"""time""",40,5,0.5,20,50,1255,747,1812910,0.193100797,0.034247611,124,4.453866078,0.720622273,0.525099602,50
962,FALSE,"""time""",40,5,0.5,20,50,1397,777,1836475,0.18828912,0.031750239,124,4.453907027,0.713910761,0.532569792,50
963,FALSE,"""time""",40,5,0.5,20,50,1265,775,1894010,0.190053043,0.03225665,124,4.470989279,0.717071334,0.507509881,50
964,FALSE,"""time""",40,5,0.5,20,50,1072,626,1655910,0.193754291,0.032856961,124,4.472911499,0.71459666,0.539179104,50
965,FALSE,"""time""",40,5,0.5,20,50,1343,764,1851570,0.19272271,0.034693998,124,4.476539189,0.716023118,0.539836188,50
966,FALSE,"""time""",40,5,0.5,28,50,1733,1015,2476920,0.194885228,0.031889118,131,4.497472136,0.719286676,0.532025389,50
967,FALSE,"""time""",40,5,0.5,28,50,1712,983,2396570,0.202005841,0.037113193,130,4.476354808,0.715537383,0.534462617,50
968,FALSE,"""time""",40,5,0.5,28,50,1439,818,2122310,0.206219458,0.038764437,132,4.519812473,0.70895794,0.551077137,50
969,FALSE,"""time""",40,5,0.5,28,50,1566,929,2276490,0.204540932,0.037292786,131,4.483516972,0.709724503,0.541507024,50
970,FALSE,"""time""",40,5,0.5,28,50,1802,1049,2446815,0.19577758,0.033965004,131,4.488266614,0.712330215,0.535516093,50
971,FALSE,"""time""",40,5,0.67,20,50,1414,733,1812740,0.189761174,0.031989642,124,4.450415417,0.717047215,0.619519095,50
972,FALSE,"""time""",40,5,0.67,20,50,1627,846,1867900,0.191485556,0.034857507,123,4.422974581,0.713846694,0.60786724,50
973,FALSE,"""time""",40,5,0.67,20,50,1396,732,1696125,0.195740903,0.034230866,124,4.470772456,0.713296493,0.612464183,50
974,FALSE,"""time""",40,5,0.67,20,50,1297,681,1615755,0.190375328,0.033009855,124,4.446022008,0.711568822,0.607555898,50
975,FALSE,"""time""",40,5,0.67,20,50,1448,758,1755280,0.193495649,0.034104886,124,4.448882802,0.711687714,0.642265193,50
976,FALSE,"""time""",40,5,0.67,28,50,1909,1015,2277015,0.198161708,0.03368556,132,4.491718578,0.715557884,0.611838659,50
977,FALSE,"""time""",40,5,0.67,28,50,1900,968,2299895,0.204557789,0.038767812,130,4.487262808,0.705062657,0.61,50
978,FALSE,"""time""",40,5,0.67,28,50,1986,1063,2468365,0.189133787,0.030721804,131,4.488182661,0.721287105,0.597180262,50
979,FALSE,"""time""",40,5,0.67,28,50,2045,1104,2460820,0.192981076,0.031289638,130,4.489387657,0.72092211,0.621026895,50
980,FALSE,"""time""",40,5,0.67,28,50,1715,904,2080100,0.195837609,0.032610101,130,4.488862774,0.712425378,0.632653061,50
981,FALSE,"""time""",40,5,0.75,20,50,1279,632,1541280,0.193513995,0.036799936,124,4.469668545,0.711530586,0.67005473,50
982,FALSE,"""time""",40,5,0.75,20,50,1582,789,1807420,0.194215424,0.034603715,124,4.487586812,0.718228884,0.630847029,50
983,FALSE,"""time""",40,5,0.75,20,50,1413,754,1767265,0.188403043,0.030477183,124,4.459903281,0.716813265,0.64118896,50
984,FALSE,"""time""",40,5,0.75,20,50,1607,793,1838305,0.197355632,0.035731046,124,4.481786943,0.708062939,0.64405725,50
985,FALSE,"""time""",40,5,0.75,20,50,1734,844,1883120,0.19400075,0.033573738,124,4.466472053,0.712198605,0.642445213,50
986,FALSE,"""time""",40,5,0.75,28,50,2073,1056,2349820,0.195923878,0.033240341,133,4.506645585,0.719316381,0.64013507,50
987,FALSE,"""time""",40,5,0.75,28,50,2009,1028,2313170,0.200769985,0.03374677,133,4.513895569,0.714925692,0.657541065,50
988,FALSE,"""time""",40,5,0.75,28,50,1971,983,2166700,0.19510066,0.033134186,133,4.496770169,0.715276268,0.633181126,50
989,FALSE,"""time""",40,5,0.75,28,50,2255,1105,2442595,0.207793525,0.039247332,132,4.516152983,0.711836131,0.644789357,50
990,FALSE,"""time""",40,5,0.75,28,50,2204,1125,2521045,0.198395826,0.03457422,130,4.502830182,0.717656209,0.640653358,50
991,FALSE,"""time""",40,6,0.5,20,50,1291,730,1951880,0.191088536,0.032467815,124,4.467156756,0.715355391,0.536793184,50
992,FALSE,"""time""",40,6,0.5,20,50,1124,659,1903680,0.193097687,0.03422225,124,4.458952963,0.714709371,0.535587189,50
993,FALSE,"""time""",40,6,0.5,20,50,1229,721,2072435,0.189537592,0.033070677,124,4.455539921,0.719400209,0.524003255,50
994,FALSE,"""time""",40,6,0.5,20,50,1114,636,1731140,0.191300987,0.031381305,124,4.47675556,0.713302556,0.542190305,50
995,FALSE,"""time""",40,6,0.5,20,50,1292,762,2087750,0.193696053,0.037251455,124,4.460700823,0.710894884,0.536377709,50
996,FALSE,"""time""",40,6,0.5,28,50,1765,1015,3283800,0.190435297,0.031358245,132,4.503493669,0.711776609,0.534844193,50
997,FALSE,"""time""",40,6,0.5,28,50,1747,981,3145595,0.203063766,0.035645831,131,4.487375893,0.70886145,0.552947911,50
998,FALSE,"""time""",40,6,0.5,28,50,1740,958,2609740,0.195392701,0.031522087,132,4.500422744,0.714750958,0.543678161,50
999,FALSE,"""time""",40,6,0.5,28,50,1448,864,2597000,0.204338674,0.04081753,130,4.50553177,0.704814522,0.527624309,50
1000,FALSE,"""time""",40,6,0.5,28,50,1757,982,3227435,0.194826295,0.030600131,131,4.482428838,0.720302464,0.535571998,50
1001,FALSE,"""time""",40,6,0.67,20,50,1387,708,1897980,0.196267412,0.034952545,124,4.44796299,0.716448656,0.614275415,50
1002,FALSE,"""time""",40,6,0.67,20,50,1460,761,1982755,0.187746096,0.030590626,124,4.460008505,0.719373777,0.607534247,50
1003,FALSE,"""time""",40,6,0.67,20,50,1410,698,1923370,0.196639929,0.034654685,124,4.471916896,0.710266802,0.590070922,50
1004,FALSE,"""time""",40,6,0.67,20,50,1442,753,2017160,0.191480305,0.031784613,124,4.461859198,0.708473681,0.610957004,50
1005,FALSE,"""time""",40,6,0.67,20,50,1501,772,1979705,0.189530247,0.031798839,124,4.471001561,0.706037245,0.602265157,50
1006,FALSE,"""time""",40,6,0.67,28,50,1904,980,3377950,0.202219853,0.034691688,131,4.487532789,0.703681473,0.619747899,50
1007,FALSE,"""time""",40,6,0.67,28,50,1834,988,3384680,0.1985759,0.03432945,130,4.488559337,0.708677364,0.616684842,50
1008,FALSE,"""time""",40,6,0.67,28,50,2048,1023,2980760,0.20119751,0.039886706,129,4.503379408,0.711007254,0.59765625,50
1009,FALSE,"""time""",40,6,0.67,28,50,1637,879,2283585,0.193062492,0.030995029,131,4.483659243,0.720336271,0.601710446,50
1010,FALSE,"""time""",40,6,0.67,28,50,2105,1086,3264605,0.193100333,0.032952992,133,4.506549962,0.70229612,0.598574822,50
1011,FALSE,"""time""",40,6,0.75,20,50,1450,720,1818070,0.196566552,0.036127145,124,4.465913133,0.705648604,0.632413793,50
1012,FALSE,"""time""",40,6,0.75,20,50,1598,764,1895950,0.195453692,0.036152761,124,4.460630055,0.711573991,0.628911139,50
1013,FALSE,"""time""",40,6,0.75,20,50,1526,763,1970140,0.188320183,0.03393259,124,4.479546753,0.708606378,0.646133683,50
1014,FALSE,"""time""",40,6,0.75,20,50,1430,744,2003895,0.187401119,0.029518419,124,4.469280959,0.715118215,0.637762238,50
1015,FALSE,"""time""",40,6,0.75,20,50,1732,838,2121855,0.190768476,0.032803741,124,4.458514601,0.712938524,0.641454965,50
1016,FALSE,"""time""",40,6,0.75,28,50,2097,1031,2770420,0.195132046,0.030518326,133,4.524424904,0.723800441,0.640438722,50
1017,FALSE,"""time""",40,6,0.75,28,50,1987,966,2625900,0.194218571,0.031923939,131,4.461623178,0.719366358,0.63764469,50
1018,FALSE,"""time""",40,6,0.75,28,50,2185,1080,3297270,0.200090938,0.03423851,131,4.503200288,0.713871636,0.630663616,50
1019,FALSE,"""time""",40,6,0.75,28,50,2009,979,2951460,0.191810752,0.030913205,132,4.501045016,0.720614378,0.633648581,50
1020,FALSE,"""time""",40,6,0.75,28,50,2032,1004,2678165,0.197476378,0.034250303,131,4.486806565,0.70795838,0.62746063,50
1021,FALSE,"""time""",40,7,0.5,20,50,1212,679,2103535,0.193459901,0.034802736,124,4.491419483,0.711221122,0.530528053,50
1022,FALSE,"""time""",40,7,0.5,20,50,1169,709,2075240,0.196933105,0.03434394,124,4.487605776,0.708990183,0.544054748,50
1023,FALSE,"""time""",40,7,0.5,20,50,1193,656,2045815,0.191143504,0.033267243,123,4.440787466,0.71596216,0.528080469,50
1024,FALSE,"""time""",40,7,0.5,20,50,1187,660,2116050,0.191420303,0.032964742,124,4.45890814,0.713443254,0.545071609,50
1025,FALSE,"""time""",40,7,0.5,20,50,1379,792,2268700,0.190872734,0.032938718,124,4.467287926,0.711799441,0.517766497,50
1026,FALSE,"""time""",40,7,0.5,28,50,1782,1025,4016430,0.193060774,0.030213784,128,4.448027704,0.729891508,0.523569024,50
1027,FALSE,"""time""",40,7,0.5,28,50,1637,935,3609715,0.198591142,0.031042036,129,4.493361795,0.717136458,0.532070861,50
1028,FALSE,"""time""",40,7,0.5,28,50,1629,949,3749390,0.197918355,0.033721262,132,4.452083695,0.713847233,0.524861878,50
1029,FALSE,"""time""",40,7,0.5,28,50,1643,904,3703895,0.197475167,0.033539874,130,4.4686156,0.716111642,0.532562386,50
1030,FALSE,"""time""",40,7,0.5,28,50,1865,1040,3984670,0.201485523,0.035732606,130,4.479671762,0.712115409,0.540482574,50
1031,FALSE,"""time""",40,7,0.67,20,50,1563,791,2228465,0.189693282,0.033553646,124,4.475389918,0.719343144,0.603966731,50
1032,FALSE,"""time""",40,7,0.67,20,50,1590,818,2302990,0.191242767,0.033133339,124,4.471472227,0.714405511,0.611320755,50
1033,FALSE,"""time""",40,7,0.67,20,50,1344,660,2014340,0.19553497,0.034694316,124,4.449040513,0.709998583,0.608630952,50
